FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5
Timothy,Castagne,DEF,LEI,4500000,8,8,8,1.77777777777778E-06,1.77777777777778E-06,0,12256,0,2,0,0,0,1,0,1.8,12256,0,0,8,0,1.8,0,8,1,0,0,0,0,1.9,53760,0,-1,0,0,90,53760,0,0,23,Arsenal,Southampton,Chelsea,Man Utd,Brighton
,Cavaleiro,MID,FUL,5000000,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0.1,509,0,-1,0,0,0,509,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
,Cédric,DEF,ARS,4500000,0,0,0,0,0,0,6141,0,0,0,0,0,0,0,0,6141,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1226,0,-1,0,0,0,1226,0,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Nathaniel,Chalobah,MID,FUL,4500000,0,0,0,0,0,0,2292,0,0,0,0,0,0,0,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0.1,535,0,-1,0,0,0,535,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Trevoh,Chalobah,DEF,CHE,4900000,0,0,0,0,0,0,12259,0,0,0,0,0,0,0,0,12259,-1,1,0,1,0,0,0,0,0,0,0,0,0.6,1079,0,-1,0,0,0,1079,-1,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
,Chamberlain,MID,LIV,5000000,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-1,0,0,0,43,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Calum,Chambers,DEF,AVL,4500000,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,0,3608,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1148,0,-1,0,0,0,1148,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Luke,Chambers,DEF,LIV,4000000,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,-1,0,0,0,517,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Ben,Chilwell,DEF,CHE,6000000,9,9,9,1.5E-06,1.5E-06,0,28852,0,0,0,0,0,0,0,1.5,28852,0,0,9,0,1.5,0,9,0,0,1,0,1,4.6,55966,0,-1,0,0,64,55966,0,0,27,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
,Chiquinho,MID,WOL,5000000,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-1,0,0,0,24,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Hamza,Choudhury,MID,LEI,4500000,0,0,0,0,0,0,3183,0,0,0,0,0,0,0,0,3183,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1196,0,-1,0,0,0,1196,0,0,0,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Ryan,Christie,MID,BOU,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,906,0,0,0,0,0,0,0,0.2,906,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,149,0,-1,0,0,4,149,0,0,1,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Carney,Chukwuemeka,MID,CHE,4500000,0,0,0,0,0,0,7900,0,0,0,0,0,0,0,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3815,0,-1,0,0,0,3815,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Ciaran,Clark,DEF,NEW,4500000,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Matt,Clarke,DEF,BHA,4000000,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3661,0,-1,0,0,0,3661,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Nathaniel,Clyne,DEF,CRY,4500000,0,0,0,0,0,0,1674,1,2,0,0,0,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1070,0,-1,0,0,90,1070,0,0,9,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Conor,Coady,DEF,EVE,5000000,0,0,0,0,0,0,71701,0,0,0,0,0,0,0,0,71701,0,0,0,0,0,0,0,0,0,0,0,0,3.8,7138,0,-1,0,0,0,7138,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Jack,Colback,MID,NFO,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,9913,0,2,0,0,0,0,0,0.4,9913,0,0,2,0,0.4,0,2,0,0,0,0,0,1.8,14544,0,-1,0,0,90,14544,0,0,13,West Ham,Everton,Tottenham,Man City,Bournemouth
Seamus,Coleman,DEF,EVE,4500000,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,-1,0,0,0,124,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Nathan,Collins,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1755,0,2,0,0,0,0,0,0.2,1755,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1442,0,-1,0,0,90,1442,0,0,15,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Levi,Colwill,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,430,0,0,0,0,0,0,0,0.2,430,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,1215,0,-1,0,0,1,1215,0,0,3,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Lewis,Cook,MID,BOU,5000000,1,1,1,2E-07,2E-07,0,730,0,0,0,0,0,0,0,0.2,730,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,239,0,-1,0,0,18,239,0,0,4,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Steve,Cook,DEF,NFO,4500000,0,0,0,0,0,0,2605,0,0,0,0,0,0,0,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,0.2,298,0,-1,0,0,0,298,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
Liam,Cooper,DEF,LEE,4500000,0,0,0,0,0,0,1651,0,0,0,0,0,0,0,0,1651,0,0,0,0,0,0,0,0,0,0,0,0,0.1,79,0,-1,0,0,0,79,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Maxwel,Cornet,MID,WHU,6000000,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,0,-1,0,0,0,3174,0,0,0,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Vladimir,Coufal,DEF,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,7180,0,2,0,0,0,0,0,0.2,7180,0,0,1,0,0.2,0,1,0,0,0,0,0,1.2,17211,0,-1,0,0,90,17211,0,0,9,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
,Coutinho,MID,AVL,7000000,2,2,2,2.85714285714286E-07,2.85714285714286E-07,0,164465,0,2,0,0,0,0,0,0.3,164465,0,0,2,0,0.3,0,2,0,0,0,0,0,15.5,51658,0,-1,0,0,81,51658,0,0,7,Everton,Crystal Palace,West Ham,Arsenal,Man City
Conor,Coventry,MID,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1315,0,0,0,0,0,0,0,0.2,1315,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,1633,0,-1,0,0,1,1633,0,0,3,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Aaron,Cresswell,DEF,WHU,5000000,1,1,1,2E-07,2E-07,0,21144,0,2,0,0,0,0,0,0.2,21144,0,0,1,0,0.2,0,1,0,0,0,0,0,3.6,37347,0,-1,0,0,90,37347,0,0,16,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
,Cucurella,DEF,CHE,5000000,0,0,0,0,0,0,109118,1,0,0,0,0,0,0,0,109118,0,0,0,0,0,0,0,0,0,0,0,0,7.8,46522,0,-1,0,0,15,46522,0,0,8,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,4323,0,0,0,0,0,0,0,0,4323,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2156,0,-1,0,0,0,2156,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Patson,Daka,FWD,LEI,6000000,1,1,1,1.66666666666667E-07,1.66666666666667E-07,0,24416,0,1,0,0,0,0,0,0.2,24416,0,0,1,0,0.2,0,1,0,0,0,0,0,1.3,7656,0,-1,0,0,17,7656,0,0,4,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Stuart,Dallas,DEF,LEE,5000000,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,-1,0,0,0,77,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
,Dalot,DEF,MUN,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,37290,0,2,0,0,0,0,0,0.2,37290,0,0,1,0,0.2,0,1,0,0,0,0,0,4.2,18574,0,-1,0,0,90,18574,0,0,10,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Mikkel,Damsgaard,MID,BRE,5500000,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,0,-1,0,0,0,3062,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Karl,Darlow,GLK,NEW,4000000,0,0,0,0,0,0,9168,0,0,0,0,0,0,0,0,9168,0,0,0,0,0,0,0,0,0,0,0,0,2.7,3514,0,-1,0,0,0,3514,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
,Darwin,FWD,LIV,9100000,9,9,9,9.89010989010989E-07,9.89010989010989E-07,0,68563,0,1,0,0,0,1,0,1,68563,1,-1,9,-1,1,0,9,1,0,0,0,1,24.9,300133,0,-1,0,0,39,300133,1,0,31,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Josh,Dasilva,MID,BRE,4500000,6,6,6,1.33333333333333E-06,1.33333333333333E-06,0,20639,0,0,0,0,0,1,0,1.3,20639,0,0,6,0,1.3,0,6,0,0,0,0,0,3.1,141643,0,-1,0,0,31,141643,0,0,20,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Ben,Davies,DEF,LIV,4000000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Ben,Davies,DEF,TOT,5000000,2,2,2,4E-07,4E-07,0,6031,0,1,0,0,0,0,0,0.4,6031,0,0,2,0,0.4,0,2,0,0,0,0,0,0.8,2419,0,-1,0,0,85,2419,0,0,14,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Tom,Davies,MID,EVE,5000000,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-1,0,0,0,40,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Keinan,Davis,FWD,AVL,5400000,0,0,0,0,0,0,5636,0,0,0,0,0,0,0,0,5636,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,369,0,-1,0,0,0,369,-1,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Craig,Dawson,DEF,WHU,5000000,0,0,0,0,0,0,7903,0,0,0,0,0,0,0,0,7903,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1186,0,-1,0,0,0,1186,0,0,0,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Kevin,De Bruyne,MID,MCI,12000000,6,6,6,5E-07,5E-07,0,61183,0,0,0,0,0,0,0,0.5,61183,0,0,6,0,0.5,0,6,0,0,1,0,1,16.3,111720,0,-1,0,0,87,111720,0,0,24,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Bobby,De Cordova-Reid,MID,FUL,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,832,1,2,0,0,0,0,0,0.2,832,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,944,0,-1,0,0,90,944,0,0,6,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
,De Gea,GLK,MUN,5000000,1,1,1,2E-07,2E-07,0,78960,0,2,0,2,0,0,0,0.2,78960,0,0,1,0,0.2,0,1,0,0,0,0,0,7.3,20369,0,-1,0,0,90,20369,0,0,11,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Liam,Delap,FWD,MCI,4500000,0,0,0,0,0,0,9383,0,0,0,0,0,0,0,0,9383,0,0,0,0,0,0,0,0,0,0,0,0,0.7,4764,0,-1,0,0,0,4764,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
,Dele,MID,EVE,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,8388,0,0,0,0,0,0,0,0.2,8388,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,3597,0,-1,0,0,29,3597,0,0,2,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Siriki,Dembélé,MID,BOU,5000000,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0.1,379,0,-1,0,0,0,379,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Leander,Dendoncker,MID,WOL,5000000,2,2,2,4E-07,4E-07,0,1501,0,2,0,0,0,0,0,0.4,1501,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,1481,0,-1,0,0,90,1481,0,0,21,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Will,Dennis,GLK,BOU,4000000,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2592,0,-1,0,0,0,2592,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Halil,Dervişoğlu,FWD,BRE,4500000,4,4,4,8.88888888888889E-07,8.88888888888889E-07,0,14041,0,0,0,0,0,0,0,0.9,14041,0,0,4,0,0.9,0,4,0,0,0,0,1,1.7,79277,0,-1,0,0,6,79277,0,0,11,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Alfie,Devine,MID,TOT,4500000,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,0,0,0,0,0,0.1,747,0,-1,0,0,0,747,0,0,0,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Kiernan,Dewsbury-Hall,MID,LEI,5000000,10,10,10,2E-06,2E-06,0,14758,0,1,0,0,0,1,0,2,14758,0,0,10,0,2,0,10,3,0,0,0,0,1.9,79034,0,-1,0,0,72,79034,0,0,34,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Ibrahima,Diallo,MID,SOU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,4977,0,0,0,0,0,0,0,0.2,4977,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,2371,0,-1,0,0,15,2371,0,0,1,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
,Dias,DEF,MCI,6000000,6,6,6,1E-06,1E-06,0,54937,0,0,0,0,0,0,0,1,54937,0,0,6,0,1,0,6,0,0,1,0,0,12.1,63441,0,-1,0,0,90,63441,0,0,25,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
,Diego Carlos,DEF,AVL,5000000,1,1,1,2E-07,2E-07,0,14967,0,2,0,0,0,0,0,0.2,14967,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,4246,0,-1,0,0,90,4246,0,0,8,Everton,Crystal Palace,West Ham,Arsenal,Man City
Eric,Dier,DEF,TOT,5000000,8,8,8,1.6E-06,1.6E-06,0,20442,0,1,0,0,0,1,0,1.6,20442,0,0,8,0,1.6,0,8,0,0,0,0,0,4.4,47423,0,-1,0,0,90,47423,0,0,27,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Lucas,Digne,DEF,AVL,5000000,1,1,1,2E-07,2E-07,0,37073,0,2,0,0,0,0,0,0.2,37073,0,0,1,0,0.2,0,1,0,0,0,0,0,4.1,21395,0,-1,0,0,90,21395,0,0,11,Everton,Crystal Palace,West Ham,Arsenal,Man City
,Diogo Jota,FWD,LIV,9000000,0,0,0,0,0,0,16875,0,0,0,0,0,0,0,0,16875,0,0,0,0,0,0,0,0,0,0,0,0,0.5,409,0,-1,0,0,0,409,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Issa,Diop,DEF,FUL,4500000,0,0,0,0,0,0,1714,0,0,0,0,0,0,0,0,1714,0,0,0,0,0,0,0,0,0,0,0,0,0.2,836,0,-1,0,0,0,836,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Moussa,Djenepo,MID,SOU,5000000,5,5,5,1E-06,1E-06,0,1491,0,4,0,0,0,0,0,1,1491,0,0,5,0,1,0,5,0,0,0,0,1,0.1,6871,0,-1,0,0,71,6871,0,0,16,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
Matt,Doherty,DEF,TOT,5000000,1,1,1,2E-07,2E-07,0,15612,0,0,0,0,0,0,0,0.2,15612,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,1172,0,-1,0,0,3,1172,0,0,3,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
,Douglas Luiz,MID,AVL,5000000,0,0,0,0,0,0,11513,1,0,0,0,0,0,0,0,11513,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1426,0,-1,0,0,8,1426,0,0,-1,Everton,Crystal Palace,West Ham,Arsenal,Man City
Flynn,Downes,MID,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,3112,0,0,0,0,0,0,0,0.2,3112,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,3023,0,-1,0,0,1,3023,0,0,3,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Mohamed,Dräger,DEF,NFO,4000000,0,0,0,0,0,0,4987,0,0,0,0,0,0,0,0,4987,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,-1,0,0,0,0,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
Cody,Drameh,DEF,LEE,4000000,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0.1,746,0,-1,0,0,0,746,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Martin,Dubravka,GLK,NEW,4500000,0,0,0,0,0,0,16342,0,0,0,0,0,0,0,0,16342,0,0,0,0,0,0,0,0,0,0,0,0,1,1725,0,-1,0,0,0,1725,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Shane,Duffy,DEF,FUL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2392,0,0,0,0,0,0,0,0.2,2271,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,968,0,-1,0,0,1,868,0,0,3,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Paul,Dummett,DEF,NEW,4000000,0,0,0,0,0,0,4197,0,0,0,0,0,0,0,0,4197,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3188,0,-1,0,0,0,3188,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Lewis,Dunk,DEF,BHA,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,9885,0,1,0,0,0,0,0,0.4,9885,0,0,2,0,0.4,0,2,0,0,0,0,0,2.1,24177,0,-1,0,0,90,24177,0,0,9,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Malcolm,Ebiowei,MID,CRY,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1777,0,0,0,0,0,0,0,0.2,1777,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,1737,0,-1,0,0,4,1737,0,0,2,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
,Ederson,GLK,MCI,5500000,7,7,7,1.27272727272727E-06,1.27272727272727E-06,0,51560,0,0,0,1,0,0,0,1.3,51560,0,0,7,0,1.3,0,7,1,0,1,0,0,17.6,120986,0,-1,0,0,90,120986,0,0,26,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Odsonne,Edouard,FWD,CRY,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,37765,0,1,0,0,0,0,0,0.2,37765,0,0,1,0,0.2,0,1,0,0,0,0,0,3.1,18900,0,-1,0,0,57,18900,0,0,-5,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Anwar,El Ghazi,MID,AVL,5000000,0,0,0,0,0,0,2359,0,0,0,0,0,0,0,0,2359,0,0,0,0,0,0,0,0,0,0,0,0,0.1,721,0,-1,0,0,0,721,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Anthony,Elanga,MID,MUN,5000000,1,1,1,2E-07,2E-07,0,13762,0,0,0,0,0,0,0,0.2,13762,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,4404,0,-1,0,0,1,4404,0,0,2,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Harvey,Elliott,MID,LIV,5000000,1,1,1,2E-07,2E-07,0,2059,0,1,0,0,0,0,0,0.2,2059,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,4091,0,-1,0,0,39,4091,0,0,3,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Mohamed,Elneny,MID,ARS,4500000,0,0,0,0,0,0,17365,0,0,0,0,0,0,0,0,17365,0,0,0,0,0,0,0,0,0,0,0,0,1,5477,0,-1,0,0,0,5477,0,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Mohamed,Elyounoussi,MID,SOU,5500000,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,0,0,0.1,142,0,-1,0,0,0,142,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
,Emerson,DEF,CHE,4000000,0,0,0,0,0,0,4168,0,0,0,0,0,0,0,0,4168,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5092,0,-1,0,0,0,5092,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
,Emerson Royal,DEF,TOT,5000000,9,9,9,1.8E-06,1.8E-06,0,14906,0,1,0,0,0,0,0,1.8,14906,0,0,9,0,1.8,0,9,1,0,0,0,2,2.2,73584,0,-1,0,0,86,73584,0,0,30,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Julio,Enciso,FWD,BHA,5000000,0,0,0,0,0,0,6513,0,0,0,0,0,0,0,0,6513,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2922,0,-1,0,0,0,2922,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Christian,Eriksen,MID,MUN,6500000,2,2,2,3.07692307692308E-07,3.07692307692308E-07,0,46493,0,2,0,0,0,0,0,0.3,46493,0,0,2,0,0.3,0,2,0,0,0,0,0,4.8,38731,0,-1,0,0,90,38731,0,0,17,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Jonny,Evans,DEF,LEI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2496,0,2,0,0,0,0,0,0.2,2496,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1862,0,-1,0,0,90,1862,0,0,15,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Eberechi,Eze,MID,CRY,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,10040,0,2,0,0,0,0,0,0.4,10040,0,0,2,0,0.4,0,2,0,0,0,0,0,1,9271,0,-1,0,0,85,9271,0,0,7,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Lukasz,Fabianski,GLK,WHU,5000000,1,1,1,2E-07,2E-07,0,16997,0,0,0,0,0,0,0,0.2,16997,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,5310,0,-1,0,0,28,5310,0,0,5,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
,Fabinho,MID,LIV,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,14635,0,1,0,0,0,0,0,0.2,14635,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,9516,0,-1,0,0,58,9516,0,0,12,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
,Fabio Silva,FWD,WOL,5500000,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
,Fábio Vieira,MID,ARS,5900000,0,0,0,0,0,0,4788,0,0,0,0,0,0,0,0,4788,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,163,0,-1,0,0,0,163,-1,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Nathan,Ferguson,DEF,CRY,4000000,0,0,0,0,0,0,3214,0,0,0,0,0,0,0,0,3214,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1397,0,-1,0,0,0,1397,0,0,0,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
,Fernandes,MID,MUN,10000000,2,2,2,2E-07,2E-07,0,44294,0,2,0,0,0,0,0,0.2,44294,0,0,2,0,0.2,0,2,0,0,0,0,0,2.9,6433,0,-1,0,0,89,6433,0,0,14,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Federico,Fernández,DEF,NEW,4500000,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0.1,34,0,-1,0,0,0,34,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Roberto,Firmino,FWD,LIV,8000000,1,1,1,1.25E-07,1.25E-07,0,20483,0,1,0,0,0,0,0,0.1,20483,0,0,1,0,0.1,0,1,0,0,0,0,0,1.3,5447,0,-1,0,0,50,5447,0,0,4,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
,Firpo,DEF,LEE,4500000,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,-1,0,0,0,25,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
